2020-02-12 17:24:02,976 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7823a2f9: startup date [Wed Feb 12 17:24:02 UTC 2020]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2020-02-13 07:38:44,705 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47672 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47676@1883
2020-02-13 07:38:44,750 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47676 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47680@1883
2020-02-13 07:38:47,846 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47680 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47684@1883
2020-02-13 07:38:47,887 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47684 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47688@1883
2020-02-13 07:38:50,940 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47688 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47692@1883
2020-02-13 07:38:50,975 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47692 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47696@1883
2020-02-13 07:38:54,032 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47696 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47700@1883
2020-02-13 07:38:54,064 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47700 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47704@1883
2020-02-13 07:38:57,125 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47704 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47708@1883
2020-02-13 07:38:57,161 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47708 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47712@1883
2020-02-13 07:39:00,263 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47712 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47716@1883
2020-02-13 07:39:00,304 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47716 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47720@1883
2020-02-13 07:39:03,385 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47720 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47724@1883
2020-02-13 07:39:03,423 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47724 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47728@1883
2020-02-13 07:39:06,511 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47728 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47732@1883
2020-02-13 07:39:06,559 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47732 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47736@1883
2020-02-13 07:39:09,646 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47736 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47740@1883
2020-02-13 07:39:09,688 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47740 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47744@1883
2020-02-13 07:39:12,798 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47744 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47748@1883
2020-02-13 07:39:12,841 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47748 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47752@1883
2020-02-13 07:39:15,933 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47752 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47756@1883
2020-02-13 07:39:15,975 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47756 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47760@1883
2020-02-13 07:39:19,029 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47760 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47764@1883
2020-02-13 07:39:19,061 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47764 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47768@1883
2020-02-13 07:39:22,148 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47768 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47772@1883
2020-02-13 07:39:22,188 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47772 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47776@1883
2020-02-13 07:39:25,245 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47776 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47780@1883
2020-02-13 07:39:25,283 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47780 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47784@1883
2020-02-13 07:39:28,365 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47784 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47788@1883
2020-02-13 07:39:28,400 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47788 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47792@1883
2020-02-13 07:39:31,488 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47792 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47796@1883
2020-02-13 07:39:31,527 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47796 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47800@1883
2020-02-13 07:39:34,591 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47800 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47804@1883
2020-02-13 07:39:34,628 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47804 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47808@1883
2020-02-13 07:39:37,719 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47808 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47812@1883
2020-02-13 07:39:37,755 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47812 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47816@1883
2020-02-13 07:39:40,818 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47816 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47820@1883
2020-02-13 07:39:40,858 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47820 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47824@1883
2020-02-13 07:39:43,958 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47824 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47828@1883
2020-02-13 07:39:43,994 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47828 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47832@1883
2020-02-13 07:39:47,083 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47832 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47836@1883
2020-02-13 07:39:47,133 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47836 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47840@1883
2020-02-13 07:39:50,224 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47840 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47844@1883
2020-02-13 07:39:50,264 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47844 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47848@1883
2020-02-13 07:39:53,288 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47848 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47852@1883
2020-02-13 07:39:53,327 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47852 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47856@1883
2020-02-13 07:39:56,398 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47856 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47860@1883
2020-02-13 07:39:56,431 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47860 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47864@1883
2020-02-13 07:39:59,521 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47864 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47868@1883
2020-02-13 07:39:59,559 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47868 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47872@1883
2020-02-13 07:40:02,656 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47872 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47876@1883
2020-02-13 07:40:02,689 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47876 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47880@1883
2020-02-13 07:40:05,747 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47880 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47884@1883
2020-02-13 07:40:05,785 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47884 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47888@1883
2020-02-13 07:40:08,870 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47888 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47892@1883
2020-02-13 07:40:08,908 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47892 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47896@1883
2020-02-13 07:40:12,000 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47896 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47900@1883
2020-02-13 07:40:12,060 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47900 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47904@1883
2020-02-13 07:40:15,165 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47904 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47908@1883
2020-02-13 07:40:15,199 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47908 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47912@1883
2020-02-13 07:40:18,260 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47912 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47916@1883
2020-02-13 07:40:18,307 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47916 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47920@1883
2020-02-13 07:40:21,389 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47920 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47924@1883
2020-02-13 07:40:21,426 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47924 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47928@1883
2020-02-13 07:40:24,483 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47928 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47932@1883
2020-02-13 07:40:24,528 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47932 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47936@1883
2020-02-13 07:40:27,630 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47936 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47940@1883
2020-02-13 07:40:27,672 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47940 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47944@1883
2020-02-13 07:40:30,728 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47944 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47948@1883
2020-02-13 07:40:30,761 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47948 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47952@1883
2020-02-13 07:40:33,863 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47952 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47956@1883
2020-02-13 07:40:33,921 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47956 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47960@1883
2020-02-13 07:40:37,010 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47960 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47964@1883
2020-02-13 07:40:37,056 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47964 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47968@1883
2020-02-13 07:40:40,123 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47968 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47972@1883
2020-02-13 07:40:40,159 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47972 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47976@1883
2020-02-13 07:40:43,264 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47976 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47980@1883
2020-02-13 07:40:43,310 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47980 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47984@1883
2020-02-13 07:40:46,394 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47984 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47988@1883
2020-02-13 07:40:46,433 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47988 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47992@1883
2020-02-13 07:40:49,518 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47992 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:47996@1883
2020-02-13 07:40:49,565 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:47996 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48000@1883
2020-02-13 07:40:52,599 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48000 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48004@1883
2020-02-13 07:40:52,629 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48004 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48008@1883
2020-02-13 07:40:55,676 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48008 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48012@1883
2020-02-13 07:40:55,716 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48012 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48016@1883
2020-02-13 07:40:58,806 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48016 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48020@1883
2020-02-13 07:40:58,838 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48020 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48024@1883
2020-02-13 07:41:01,888 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48024 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48028@1883
2020-02-13 07:41:01,932 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48028 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48032@1883
2020-02-13 07:41:04,982 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48032 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48036@1883
2020-02-13 07:41:05,024 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48036 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48040@1883
2020-02-13 07:41:08,089 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48040 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48044@1883
2020-02-13 07:41:08,122 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48044 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48048@1883
2020-02-13 07:41:11,181 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48048 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48052@1883
2020-02-13 07:41:11,222 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48052 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48056@1883
2020-02-13 07:41:14,281 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48056 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48060@1883
2020-02-13 07:41:14,320 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48060 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48064@1883
2020-02-13 07:41:17,404 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48064 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48068@1883
2020-02-13 07:41:17,463 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48068 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48072@1883
2020-02-13 07:41:20,589 | WARN  | Transport Connection to: tcp://172.17.0.1:48072 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48072@1883
2020-02-13 07:43:06,755 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48076 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48080@1883
2020-02-13 07:43:09,807 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48080 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48084@1883
2020-02-13 07:43:12,906 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48084 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48088@1883
2020-02-13 07:43:15,975 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48088 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48092@1883
2020-02-13 07:43:19,069 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48092 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48096@1883
2020-02-13 07:43:22,114 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48096 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48100@1883
2020-02-13 07:43:25,195 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48100 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48104@1883
2020-02-13 07:43:28,277 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48104 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48108@1883
2020-02-13 07:43:31,368 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48108 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48112@1883
2020-02-13 07:43:34,437 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48112 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48116@1883
2020-02-13 07:43:37,494 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48116 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48120@1883
2020-02-13 07:43:40,578 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48120 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48124@1883
2020-02-13 07:43:54,890 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48124 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48128@1883
2020-02-13 07:43:57,979 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48128 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48132@1883
2020-02-13 07:44:01,058 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48132 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48136@1883
2020-02-13 07:44:04,143 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48136 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48140@1883
2020-02-13 07:44:07,227 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48140 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48144@1883
2020-02-13 07:44:10,307 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48144 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48148@1883
2020-02-13 07:44:13,369 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48148 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48152@1883
2020-02-13 07:44:16,424 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48152 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48156@1883
2020-02-13 07:44:19,515 | WARN  | Stealing link for clientId fcbai From Connection Transport Connection to: tcp://172.17.0.1:48156 | org.apache.activemq.broker.region.RegionBroker | ActiveMQ Transport: tcp:///172.17.0.1:48160@1883
